1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,,
Salicylic Acid,Salicylic Acid,Salicylic Acid; 2-Hydroxybenzoic acid; o-Hydroxybenzoic acid; Salicylate; Salicylic Acid,Moderate Risk,Moderate Risk,"Active, Exfoliant","A beta hydroxy acid (BHA) used for exfoliation and acne treatment. While effective, it can be irritating, especially for sensitive or dry skin.",,0,0.5%-2%,0.5%-2%,,,,0,-0.2,1,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6,,0.2,"Salicylic acid is a beta hydroxy acid (BHA) that exfoliates the skin and penetrates pores, helping to clear out dead skin cells and reduce post-inflammatory hyperpigmentation. It’s particularly effective for treating dark spots caused by acne.",1,"Salicylic acid is a beta hydroxy acid (BHA) that penetrates deep into the pores to exfoliate and clear out dead skin cells, reducing the likelihood of clogged pores and acne. It’s highly effective in treating and preventing acne, especially blackheads and whiteheads.",-0.2,,1,"Salicylic acid is a beta hydroxy acid (BHA) that penetrates deep into the pores to exfoliate and clear out excess oil and dead skin cells. It’s highly effective in treating and preventing acne by keeping oily skin clear, balanced, and free of blockages that can lead to breakouts.",0,,0,,1,"Salicylic acid is a beta hydroxy acid (BHA) that penetrates deep into the pores to exfoliate and clear out impurities, reducing the appearance of pores and smoothing uneven skin texture. It’s highly effective in refining the skin’s surface.",1,"Salicylic acid is a beta hydroxy acid (BHA) that deeply exfoliates and clears excess oil and dead skin cells, highly effective in treating and preventing blackheads.",1,"Salicylic acid is a beta hydroxy acid (BHA) that exfoliates the skin, removing dead cells that contribute to a dull complexion. It penetrates deep into the pores, leaving the skin looking brighter and more refined.",0,,1,,0,0,1,0,0,0,1,1,1,0,0.5 - 2%,Yes,1.0,,
Salix Alba (Willow) Bark Extract,Salix Alba Bark Extract,Salix Alba (Willow) Bark Extract; White Willow Bark Extract; Willow Bark Extract; Salicin Extract; Willow Extract; Salix Nigra (Willow) Bark Extract,Low Risk,Moderate Risk,"Active, Antioxidant, Exfoliant",Antioxidant. Exfoliating properties.,,0,0.5–1%,0.5–10%,,,,0.2,0.2,1,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,-0.2,,0.2,,1,"Willow bark extract is a natural source of salicylic acid and helps to exfoliate the skin, reduce inflammation, and prevent acne. It’s effective in keeping pores clear and treating breakouts without being too harsh on the skin.",0.2,,1,"Willow bark extract is a natural source of salicylic acid and helps to exfoliate the skin, reducing excess oil and preventing clogged pores. It’s effective in managing oily skin by keeping pores clear and reducing the likelihood of breakouts.",0.2,,0,,0.2,,1,"Willow bark extract, a natural source of salicylic acid, exfoliates the skin and clears clogged pores, reducing blackheads.",0.2,,0.2,,1,,0,0,1,0,0,0,0,0.2,0.2,0,0.5 - 2%,Yes,1.0,,
Clary Sage Essential Oil,Salvia Sclarea Oil,Clary Sage Essential Oil; Salvia sclarea oil; Clary oil; Sclareol; Clary Sage Oil; Clary Sage Leaf Oil,Moderate Risk,Moderate Risk,"Fragrance, Active",Helps regulate sebum production and has anti-inflammatory properties,,1,1–10%,1–10%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,-1,,0,,0,,0.2,,0.2,"Clary sage essential oil helps to regulate sebum production and reduce excess oil, making it effective in managing oily skin and preventing acne. It is particularly useful for reducing shine and keeping the skin balanced.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,0.2,0.2,0.5 - 2%,Yes,1.0,,
Sarcosine,Sarcosine,Sarcosine; N-Methylglycine; Methylaminoacetic acid; Sarcosinic acid; Sarcosine,Low Risk,Low Risk,Active,Often included in formulations for oily and acne-prone skin due to its sebum-regulating properties. Could cause mild irritation in very sensitive skin,,0,15%,5%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes/No,Yes/No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0.2,"Sarcosine helps regulate sebum production and reduce the appearance of enlarged pores, making it beneficial for acne-prone skin. It helps to balance oil production and prevent breakouts.",0,,1,"Sarcosine helps to regulate sebum production and reduce the appearance of enlarged pores. It’s beneficial for oily skin by balancing oil production and preventing breakouts, helping to maintain a matte, clear complexion.",0.2,,0.2,,0.2,,0.2,"Sarcosine regulates sebum production and reduces enlarged pores, helping to prevent clogged pores and blackheads.",0.2,,0,,0.2,,0,0,0,0,0,0,0,0.2,0.2,0.2,1 - 5%,Moderately effective,0.5,,
Sclerotium Gum,Sclerotium Gum,Sclerotium Gum; Scleroglucan; Sclerotium Glucan; Sclerotium Rolfsii Gum; Sclerotium Gum; Sclerotium Gum - Naturally Derived Thickener,Low Risk,Low Risk,"Thickener, Stabilizer",Natural thickener. Low risk of irritation,,1,0.25–2%,0.25–2%,,,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Sclerotium Gum is a natural thickener and stabilizer used in skincare formulations. It does not have direct benefits for treating rosacea but is generally safe for sensitive skin and does not exacerbate the condition.,0,Tetrahexyldecyl Ascorbate is a fat-soluble form of Vitamin C that penetrates deeply into the skin. It helps to brighten the skin and reduce hyperpigmentation by inhibiting melanin production. It’s effective for evening out skin tone and fading dark spots.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0.5 - 2%,,1.0,,
Sesame Oil,Sesamum Indicum Seed Oil,Sesame Oil; Sesamum Indicum Seed Oil; Sesame Seed Oil; Sesamum Oil; Sesame Oil,Moderate Risk,Low Risk,"Emollient, Antioxidant","Skin barrier protection, Moisturizing, Antioxidant",,0,0.0001%-73%,0.0001%-73%,,,,0.2,1,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,0.2,,0.2,,-0.2,,1,"Sesame Oil is a rich, nourishing oil that helps to hydrate and soften the skin. It’s effective in treating dryness by providing deep moisture and improving skin texture.",-0.2,,0.2,,0.2,,-0.2,,-0.2,,0.2,,0.2,,-0.2,,1,0,0,0,0,0,0,0.2,-1,0.2,1 - 5%,Moderately effective,0.5,,
Silica,Silica,Silica; Silicon dioxide; Quartz; Diatomaceous earth; Silica; Silica (Mineral Opacifier),Low Risk,Low Risk,"Thickener, Texture Enhancer",A mineral-based thickener that is non-irritating,,0,33.80%,0.25–3.4%%,,,,0,-0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0.2,,-0.2,,0.2,,0,,0,,0.2,,0,,0,,0,,0,,0,0,0,0,0,0,0.2,0,0,0,1 - 5%,,1.0,,
Jojoba,Simmondsia Chinensis Seed Oil,Jojoba; Simmondsia chinensis seed oil; Jojoba Oil; Simmondsia Chinensis Oil; Buxus Chinensis Oil; Jojoba Seed Oil; Organic Jojoba Oil; Organic Simmondsia Chinensis (Jojoba) Seed Oil; Organic Jojoba Oil; Organic Jojoba Seed Oil; Organic Jojoba Oil (Simmondsia chinensis); Simmondsia Chinensis (Jojoba) Seed Oil; Jojoba oil; Jojoba wax; Simmondsia Chinensis Seed Oil; Simmondsia Chinensis Seed Oil (Jojoba Oil),Low Risk,Low Risk,"Emollient, Texture Enhancer","Skin barrier protection, Moisturizing, Soothing",,2,100%,100%,100%,,,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,1,"Jojoba Oil mimics the skin’s natural sebum, providing lightweight hydration that helps to balance moisture levels in the skin. It’s effective in treating dryness without clogging pores, making the skin soft and hydrated.",1,"Jojoba oil mimics the skin’s natural sebum, providing hydration while helping to regulate oil production. It’s effective in balancing oily skin by reducing shine and keeping pores clear, preventing excess oiliness.",0.2,,0.2,,0.2,"Jojoba oil helps balance oil production and smooth uneven skin texture. It mimics the skin’s natural sebum, which helps to keep pores clear and the skin refined.",0.2,,0.2,,0.2,,0.2,,1,1,0,0,0,0,0,0.2,0.2,0.2,1 - 5%,Moderately effective,0.5,,
Sodium Acetylated Hyaluronate,Sodium Acetylated Hyaluronate,Sodium Acetylated Hyaluronate; Hyaluronic Acid; Acetylated Sodium Hyaluronate; Sodium Hyaluronate Acetate; Sodium Acetylated Hyaluronate,Low Risk,Low Risk,"Active, Humectant",Hydrates and plumps the skin while supporting skin barrier function.,,0,0.002 and 0.1%,0.002 and 0.1%,,,,1,1,0.2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,"Sodium Acetylated Hyaluronate is a form of hyaluronic acid that provides deep hydration without irritating the skin. It helps maintain moisture levels, which can be beneficial for soothing and calming rosacea-prone skin.",1,,0,,1,"Sodium Acetylated Hyaluronate is a form of hyaluronic acid that deeply hydrates the skin, helping to plump and moisturize dry, dehydrated skin. It’s effective in treating dehydration and improving skin texture.",0.2,"Sodium Acetylated Hyaluronate provides lightweight hydration without adding oil to the skin. It’s beneficial for oily skin as it helps maintain moisture balance and prevents dehydration, which can lead to excess oil production.",1,"This form of hyaluronic acid provides intense hydration, helping to plump the skin and reduce the appearance of fine lines and wrinkles. It also helps to maintain skin elasticity and smoothness, making the skin look more youthful and radiant.",1,"Provides deep hydration, improving skin elasticity and firmness by maintaining moisture balance.",0.2,"This form of hyaluronic acid provides deep hydration, helping to plump the skin and smooth uneven texture. It also helps maintain skin elasticity and reduce the appearance of pores.",0.2,,1,,1,,0.2,,1,0,0,0,0,0,1,0.2,0.2,0.2,0.5 - 2%,Yes,1.0,,
Sodium Ascorbyl Phosphate,Sodium Ascorbyl Phosphate,Sodium Ascorbyl Phosphate; Vitamin C phosphate; Ascorbic acid sodium; Sodium Ascorbyl Phosphate; SAP,Low Risk,Low Risk,"Active, Antioxidant",Antioxidant,,0,0.2%-5%,0.2%-5%,,,,0,0.2,0.2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,1,,0.2,,0.2,,0.2,"A stable form of Vitamin C that helps to brighten the skin, regulate oil production, and protect against environmental damage. It’s particularly beneficial for oily skin by reducing shine and preventing clogged pores.",1,"A stable form of Vitamin C, Sodium Ascorbyl Phosphate helps to stimulate collagen production and reduce the appearance of fine lines and wrinkles. It also brightens the skin and protects against environmental damage, enhancing the skin’s overall radiance and smoothness.",1,"A stable form of Vitamin C that stimulates collagen production, improving skin elasticity and firmness, with added antioxidant protection against environmental damage.",0.2,,0.2,,1,,1,,1,"A stable form of Vitamin C, Sodium Ascorbyl Phosphate helps reduce inflammation and brighten the skin, making it effective in treating and preventing blemishes. It also helps fade dark spots left by past breakouts.",0,0,0,0,0,0,0,0.2,0.2,1,1 - 5%,No,0.0,,
Sodium Benzoate,Sodium Benzoate,Sodium Benzoate; Benzoic acid sodium salt; Benzoate of soda; Sodium salt of benzoic acid; Sodium Benzoate,Moderate Risk,Moderate Risk,Preservative,"A preservative that can cause irritation or allergic reactions in some people, especially those with sensitive skin.",,1,1%,0.5–1%,0.1–0.5%,,,0,0,0,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,-0.2,-0.2,0.5 - 1%,,1.0,,
Sodium Carbomer,Sodium Carbomer,Sodium Carbomer; Carbomer; Polyacrylic Acid Sodium Salt; Sodium Polyacrylate; Sodium Carbomer,Low Risk,High Risk,"Thickener, Stabilizer",Chemical thickener. Risk of irritation for sensitive skin,,0,0.2–0.5%,0.2–0.5%,,,,0,0,0,0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,-1,-0.2,0,0.5 - 1%,,1.0,,
Sodium Citrate,Sodium Citrate,Sodium Citrate; Trisodium citrate; Citric acid sodium salt; E331; Sodium Citrate,Low Risk,Low Risk,"pH Adjuster, Chelating Agent",Non-comedogenic and suitable for sensitive skin types,,0,12%,12%,,,,0,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0,,0,,0,,0,,0.2,,0,,0.2,,0,0,0,0,0,0,0,0.2,0,0,0.1 - 1%,,1.0,,
Hyaluronic Acid,Hyaluronic Acid,Hyaluronic Acid; Sodium Hyaluronate; Hyaluronan; Hyaluronate; Hyaluronic Acid; Hyaluronate Sodium; Hyaluronate Gel; Hyaluronic Acid (Hydrating Agent),Low Risk,Low Risk,"Active, Humectant",Maintains skin hydration .Enhances the penetration of other actives,,0,0.1-2%,0.1-2%,,,,1,1,0.2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,"Hyaluronic Acid is a powerful humectant that attracts moisture to the skin, helping to keep it hydrated and plump. It is beneficial for rosacea as it helps soothe and calm irritated skin without causing additional redness or irritation.",0.2,"Hyaluronic acid is a hydrating ingredient that helps to plump the skin and support its natural healing processes. While it doesn’t directly lighten hyperpigmentation, it enhances the skin’s ability to recover from treatments aimed at reducing dark spots.",0,,1,"Hyaluronic Acid is a powerful humectant that draws moisture into the skin, providing deep hydration and helping to plump and smooth dry, dehydrated skin. It’s effective in treating dryness and improving skin texture.",0.2,"Hyaluronic acid provides lightweight hydration that doesn’t add oil to the skin. It’s beneficial for oily skin as it helps maintain moisture balance and prevents dehydration, which can lead to increased sebum production.",1,"Hyaluronic acid is a powerful humectant that draws moisture into the skin, helping to plump the skin and reduce the appearance of fine lines and wrinkles. It also helps to maintain skin elasticity and smoothness, making it a key ingredient in anti-aging skincare.",1,"A powerful humectant that provides deep hydration, improving skin elasticity and firmness, and supporting a more youthful appearance by maintaining moisture balance.",0.2,"Hyaluronic acid is a powerful humectant that helps hydrate the skin and smooth uneven texture. It plumps the skin, making pores appear smaller and the complexion more refined.",0.2,,1,"Hyaluronic acid hydrates the skin, helping to plump and smooth the surface, which can reduce the appearance of dullness. Well-hydrated skin reflects light better, giving it a more radiant and youthful glow.",1,"Hyaluronic acid provides intense hydration, which plumps the skin and reduces the appearance of fine lines and shadows under the eyes. It doesn’t directly lighten dark circles but can make the under-eye area look brighter and more youthful.",0.2,,1,0,0,0,0,0,1,0.2,0.2,0.2,0.1 - 2%,Yes,1.0,,
Sodium Hyaluronate,Sodium Hyaluronate,Sodium Hyaluronate; Hyaluronan; Hyaluronic acid sodium salt; Hyaluronate sodium; Sodium Hyaluronate Acid (Hyaluronic Acid),Low Risk,Low Risk,"Active, Humectant",Provides hydration and supports skin barrier function,,0,0.00001%-7.5%,0.00001%-7.5%,,,,1,1,0.2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes/No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Sodium Hyaluronate is a smaller molecule form of hyaluronic acid that penetrates deeply to hydrate and soothe the skin. It is beneficial for rosacea-prone skin as it helps maintain hydration and reduces irritation.,0.2,,0,,1,"Sodium Hyaluronate is a smaller molecule form of hyaluronic acid that penetrates deeply into the skin, providing intense hydration. It’s effective in treating dehydration and improving skin texture, leaving the skin soft and supple.",0.2,"Sodium Hyaluronate is a smaller molecule form of hyaluronic acid that penetrates deeply to provide intense hydration. It’s effective in managing oily skin by maintaining moisture without adding grease, preventing excess oil production.",1,Sodium Hyaluronate is a smaller molecule form of hyaluronic acid that penetrates deeply to provide intense hydration. It helps to plump the skin and reduce the appearance of fine lines and wrinkles while maintaining skin elasticity and smoothness.,1,"A smaller molecule form of hyaluronic acid that penetrates deeply to hydrate and improve elasticity, helping to firm the skin and reduce sagging.",0.2,"Sodium Hyaluronate, a smaller molecule form of hyaluronic acid, penetrates deeply to hydrate the skin and smooth uneven texture. It also helps reduce the appearance of pores, leaving the skin looking refined.",0.2,,1,,1,,0.2,,1,0,0,0,0,0,1,0.2,0.2,0.2,0.1 - 2%,Yes,1.0,,
"Sodium Hydroxide, Lye",Sodium Hydroxide,Sodium Hydroxide; Lye; Caustic soda; Lye; Soda lye; Sodium Hydroxide,Low Risk,High Risk,pH Adjuster,"If improperly formulated, it can cause irritation or dryness",,0,13.20%,6.90%,,,,0,-0.2,-1,0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-1,,0.2,,0.2,,-0.2,,-1,,0,,0,,-0.2,,-0.2,,-1,,-1,,-1,,0,0,0,0,0,0,0,-1,-0.2,0,0.1 - 1%,,1.0,,
Sodium PCA,Sodium PCA,Sodium PCA; Sodium Pyrrolidone Carboxylate; Sodium PCA; Sodium L-pyrrolidone Carboxylate; Sodium PCA,Low Risk,Low Risk,Humectant,"Improves the skin barrier, moisturizing properties.",,0,3%,2.50%,2%,,,1,1,0.2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,"Sodium PCA is a natural humectant that helps retain moisture in the skin, keeping it hydrated and reducing dryness. It is beneficial for rosacea as it helps prevent moisture loss and soothes irritation.",0.2,,0,,1,"Sodium PCA is a natural humectant that helps to retain moisture in the skin, preventing dehydration and dryness. It’s effective in keeping the skin hydrated and improving overall skin texture.",0.2,"Sodium PCA is a natural humectant that helps retain moisture in the skin without adding oil. It’s beneficial for oily skin by maintaining hydration and preventing dehydration, which can lead to increased oiliness.",0.2,"Sodium PCA is a natural humectant that helps retain moisture in the skin, preventing dehydration and reducing the appearance of fine lines and wrinkles. It helps to maintain skin elasticity and smoothness, making the skin look more youthful and hydrated.",0.2,"A natural humectant that retains moisture in the skin, improving plumpness and elasticity, supporting overall skin firmness and resilience.",0.2,"Sodium PCA is a natural humectant that helps retain moisture in the skin, improving its plumpness and texture. It smooths uneven skin and minimizes the appearance of pores.",0.2,,0.2,,0,,0.2,,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0.5 - 1%,Yes,1.0,,
Sodium Phytate,Sodium Phytate,Sodium Phytate; Phytic acid sodium salt; Sodium Phytate; Sodium Myo-Inositol Hexakisphosphate,Low Risk,Low Risk,"Chelating Agent, Antioxidant",Antioxidant,,1,0.05%,2%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0.2,0.2,0.2,0.1 - 1%,,1.0,,
Sodium Polyacrylate Starch,Sodium Polyacrylate Starch,Sodium Polyacrylate Starch; Sodium Polyacrylate Starch; 2-Propenoic acid; sodium salt; homopolymer; polymer with starch (graft),Low Risk,Moderate Risk,"Thickener, Stabilizer",Risk of irritation for sensitive skin,,0,0.3–1.4%,0.3–1.4%,,,,0,0,0.2,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,0,"Tocotrienol, a form of Vitamin E, offers antioxidant protection and helps to repair the skin, reducing the appearance of hyperpigmentation. It works well in conjunction with Vitamin C to enhance skin brightening effects.",0,,0,,0.2,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,-0.2,0,1 - 5%,,1.0,,
Sodium Stearoyl Glutamate,Sodium Stearoyl Glutamate,Sodium Stearoyl Glutamate; Glutamic Acid; Stearoyl Glutamate; Sodium Salt; Sodium Stearoyl Glutamate,Low Risk,Low Risk,"Emulsifier, Stabilizer",A mild emulsifier derived from plant sources and amino acids. It's non-irritating and used in formulations designed for sensitive skin.,,0,0.03–2%,1–2%,,,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0.2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0.5 - 2%,,1.0,,
Sodium Stearoyl Lactylate,Sodium Stearoyl Lactylate,Sodium Stearoyl Lactylate; Lactylic Acid Stearate; Sodium Lactylate; Sodium Stearoyl Lactate,Low Risk,Low Risk,"Emulsifier, Stabilizer","An emulsifier with moisturizing properties. It's generally well-tolerated and has a low risk of irritation, even in sensitive skin.",,0,3-20%,3-20%,,,,0,0.2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes/No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0.2,,0.2,,0,,0,,0,,0,,0,,0.2,,0.2,,0,,0,0,0,0,0,0,0,0.2,0,0,0.5 - 2%,,1.0,,
Sorbic Acid,Sorbic Acid,"Sorbic Acid; 2,4-Hexadienoic Acid; Sorbistat; Sorbic Acid; E200",Moderate Risk,Moderate Risk,Preservative,"A preservative that can cause irritation or allergic reactions in some people, especially those with sensitive skin.",,0,5%,2%,2%,,,0,0,0,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0.1 - 1%,,1.0,,
Sorbitan Stearate,Sorbitan Stearate,Sorbitan Stearate; Sorbitan Monostearate; Span 60; Sorbitan Ester; Sorbitan Stearate,Low Risk,Low Risk,Emulsifier,"A mild, plant-derived emulsifier. It's non-irritating and commonly used in sensitive skin products.",,3,0.75–5%,0.75–5%,,,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes/No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,-0.2,,0,,0,,0,,0,,-0.2,,-0.2,,0,,0,,0,,0,0,0,0,0,0,0,0,-0.2,0,1 - 5%,,1.0,,
Sorbitan Trioleate,Sorbitan Trioleate,Sorbitan Trioleate; Sorbitan Tristearate; Sorbitan Ester; Sorbitan Trioleate; Sorbitan Trioleate,Low Risk,Moderate Risk,Emulsifier,"Generally considered mild, but can be a potential irritant for some, particularly if used in higher concentrations.",,3,10%,10%,,,,0,0.2,-0.2,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes/No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,-0.2,,-0.2,,0.2,,-0.2,,0,,0,,-0.2,,-0.2,,0,,-1,,0,,0,0,0,0,0,0,0,0,-0.2,0,1 - 5%,,1.0,,
Spinacia Oleracea/Spinach Leaf Extract,Spinacia Oleracea Leaf Extract,Spinacia Oleracea/Spinach Leaf Extract; Spinach Extract; Spinacia Extract; Spinach Leaf Extract; Spinach Leaf Juice Extract,Low Risk,Low Risk,"Active, Antioxidant","Antioxidant, soothe, balancing oil production",,0,1-5%,1-5%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,1,0,0,0,0,0,0.2,0.2,0,0.5 - 2%,,1.0,,
